Symbol,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
BTCUSDT,6354.15,6747.3,6330.4,6723.35,36204.87708,237104112.45049536,201733,20149.634808,131922164.85268562,0
BTCUSDT,6723.33,7468.99,6652.04,7317.44,52105.423459,364669305.0369064,276178,28049.11657,195977152.69184417,0
BTCUSDT,7317.44,7588.08,7225.38,7381.9,59487.64345,440669913.2083524,327949,31196.382316,231133137.3680125,0
BTCUSDT,7381.88,7576.28,7270.0,7466.21,41218.256437,305198281.13948625,235597,22682.956421,167927663.73101327,0
BTCUSDT,7468.86,7700.0,7273.0,7337.53,46140.313447,342862693.0959096,251391,24006.584622,178428687.4942052,0
BTCUSDT,7337.47,7458.47,7211.0,7398.78,28886.490291,212126417.2287315,164901,16427.382562,120688066.37566295,0
BTCUSDT,7399.25,7582.4,7335.5,7394.79,30270.21844,225619234.83744207,144711,17086.758292,127390550.71923564,0
BTCUSDT,7394.78,7833.0,7375.0,7721.01,41646.346671,320156546.58240986,219776,22756.449926,174955411.03556776,0
BTCUSDT,7721.65,8486.0,7696.0,8397.24,60121.163749,487117211.68189824,326329,32980.508325,266991169.60952124,0
BTCUSDT,8397.24,8491.77,8050.0,8175.64,48257.649124,398119757.80385005,277935,25447.806526,209867505.7687837,0
BTCUSDT,8175.63,8315.69,7850.06,7920.0,43223.481682,352101207.6799552,235681,22366.994995,182431837.4994889,0
BTCUSDT,7920.0,8285.0,7805.0,8188.57,43671.005891,350881696.75270694,227397,23168.935319,186142745.18866935,0
BTCUSDT,8188.57,8246.54,8067.0,8225.04,26215.173839,214357817.0314018,144170,13976.708689,114326656.22009628,0
BTCUSDT,8225.04,8294.51,8115.0,8211.0,25531.226185,209564023.05224952,144331,14226.697109,116797668.8754396,0
BTCUSDT,8210.99,8273.0,7866.0,8173.92,39692.416542,321599782.180698,206911,20676.100069,167753771.91739196,0
BTCUSDT,8171.4,8180.0,7633.0,7730.93,48296.915587,379841367.2024023,239132,24273.184891,190885799.45286345,0
BTCUSDT,7735.67,7750.0,7430.0,7604.58,42582.312932,322252070.44348675,208008,22159.785618,167734477.27458394,0
BTCUSDT,7600.08,7709.46,7455.72,7525.71,37665.696684,285656680.7015636,175627,21216.838126,160971512.85409075,0
BTCUSDT,7525.71,7540.0,7282.44,7418.78,44669.486047,330599837.7285522,226727,23397.041835,173144499.51146755,0
BTCUSDT,7412.27,7494.81,6926.0,7009.84,36288.42601,262282965.4857332,199335,17770.555156,128601932.84105052,0
BTCUSDT,7009.84,7089.87,6882.29,7024.19,32894.849782,229992627.52322164,148658,18335.956341,128216222.18516617,0
BTCUSDT,7024.19,7160.0,6821.0,6934.82,32760.191643,229071781.11536673,177378,17486.151576,122304301.71216844,0
BTCUSDT,6935.0,7150.46,6670.0,6720.06,45438.473501,316365882.1031662,247202,24012.696862,167343592.15417215,0
BTCUSDT,6720.63,6721.54,6123.0,6285.0,59550.536319,382460776.49398136,305603,30204.484969,194091707.7978788,0
BTCUSDT,6283.27,6622.81,6178.6,6529.79,51941.185111,332880900.89059937,248573,28290.848883,181381407.1101644,0
BTCUSDT,6529.79,6575.88,6026.39,6144.01,59034.974902,374699380.94849145,289661,31034.532468,197214827.29198256,0
BTCUSDT,6148.13,6488.0,5971.0,6232.35,47133.418555,291056267.0892287,236173,26083.971425,160978348.30636576,0
BTCUSDT,6222.55,6472.3,6130.0,6308.33,38567.770712,243227298.87942725,190399,20954.747314,132190051.41706526,0
BTCUSDT,6308.56,6545.0,6145.04,6246.35,53895.828783,341552293.0073,239602,29517.276269,187178430.28020316,0
BTCUSDT,6248.25,6250.33,5880.0,6188.08,50186.745091,303179556.3624503,252004,25530.653498,154285607.85051605,0
BTCUSDT,6188.08,6609.0,6172.11,6267.16,68806.687026,439109005.4034304,329413,37144.042168,237077628.52971667,0
BTCUSDT,6265.27,6480.0,6205.6,6311.75,48515.254618,307755605.1624039,228942,26023.549007,165123672.3296188,0
BTCUSDT,6316.0,6585.0,6285.4,6584.49,57851.610803,374472431.7235812,296730,32407.884552,209831423.4286213,0
BTCUSDT,6579.04,6620.0,6288.0,6387.96,53742.322172,345964004.3657212,276121,29469.810485,189808853.55518275,0
BTCUSDT,6387.96,6541.0,6300.0,6477.53,45190.847994,289271954.5532653,190758,25368.613272,162405728.97807813,0
BTCUSDT,6477.53,6530.0,6220.0,6254.84,49435.55526,317617945.7492608,237055,26468.017091,170185693.09984115,0
BTCUSDT,6251.0,6500.0,6235.08,6480.0,41569.947408,265458342.7817206,180578,23219.823973,148276323.26185247,0
BTCUSDT,6479.98,6882.54,6251.2,6360.89,77909.391359,512501182.2029021,326562,40431.002002,266272244.801362,0
BTCUSDT,6362.57,6576.99,6342.28,6525.01,40358.166825,259786384.55491504,187637,22134.603236,142492145.48212317,0
BTCUSDT,6525.0,6725.0,6440.5,6681.64,38305.675322,251513064.47447148,180167,21280.935824,139769204.2073669,0
BTCUSDT,6686.98,6789.0,6650.61,6733.64,19220.505929,129083702.47542232,122483,9829.849484,66019304.90679335,0
BTCUSDT,6733.64,6775.27,6568.0,6700.0,20107.297208,134117930.3957502,130769,9897.250377,66041984.74840774,0
BTCUSDT,6700.0,6940.51,6646.5,6908.64,37747.078747,254214730.3171242,205441,21458.101843,144536972.8579014,0
BTCUSDT,6907.26,7135.0,6860.0,7076.11,48352.917163,338220284.29016566,252033,26495.589966,185343334.34057817,0
BTCUSDT,7077.0,7133.81,6912.34,7031.22,43252.487392,304565438.4850058,223772,23716.20275,167062558.37522662,0
BTCUSDT,7033.21,7063.63,6784.81,6984.84,44716.77462,309357226.58362526,230848,24453.041781,169234472.84231016,0
BTCUSDT,6984.84,7089.0,6888.0,7011.21,40467.400638,282722730.06131953,203142,21668.412208,151377811.8924784,0
BTCUSDT,7011.21,7275.0,7008.74,7200.01,40323.414093,287299347.7691456,217286,22552.716145,160667815.7528499,0
BTCUSDT,7201.57,7345.45,7127.0,7302.01,39814.840352,288526018.71327895,210282,22422.52063,162523675.69236815,0
BTCUSDT,7302.0,7338.28,7191.63,7263.02,32396.018371,235393601.4251404,173846,16914.880588,122917873.88750283,0
BTCUSDT,7263.0,7410.0,7227.17,7359.06,35300.640518,258978411.271086,183178,19983.177591,146619387.998844,0
BTCUSDT,7359.05,7397.3,6682.0,6700.0,63715.256267,449463489.0579976,308813,31531.579021,222719950.68442565,0
BTCUSDT,6697.27,6725.0,6265.0,6516.01,60644.464227,390391932.2091176,280845,32332.549533,208137324.51688048,0
BTCUSDT,6516.84,6544.0,6320.0,6395.54,38906.28805,250716129.90518975,194451,21463.035571,138344836.356928,0
BTCUSDT,6395.54,6478.0,6111.0,6185.05,38215.032171,241711345.37120345,180831,19615.084193,124201124.4482174,0
BTCUSDT,6185.06,6441.0,6141.53,6250.81,37053.92382,233583450.10542047,176709,20804.78067,131143409.64187044,0
BTCUSDT,6252.26,6373.98,6221.0,6312.0,32439.456432,204178349.9698747,165286,18454.695984,116171984.1646136,0
BTCUSDT,6311.99,6404.0,6169.68,6294.91,33104.88859,208346648.80045933,173335,18417.973606,115940661.5120764,0
BTCUSDT,6293.0,6360.0,6192.37,6338.62,31433.645939,197398009.0125667,165590,17211.99689,108098184.76419269,0
BTCUSDT,6338.62,6535.0,6337.4,6487.38,40465.063107,260985165.19184464,215637,21685.302869,139897583.37583557,0
BTCUSDT,6487.39,6584.99,6385.62,6476.63,37173.339277,241466662.64800572,198375,19926.092246,129446503.53889132,0
BTCUSDT,6476.63,6565.45,6466.13,6514.96,25243.656612,164557841.0798692,141362,13631.32786,88868550.64006232,0
BTCUSDT,6514.96,6524.62,6370.0,6505.0,27568.132897,178614079.15149954,145921,15277.360294,99017939.48392932,0
BTCUSDT,6500.08,6533.84,6201.0,6248.69,35987.254738,228970700.75042212,196924,18132.460484,115435845.03181572,0
BTCUSDT,6248.69,6390.0,6224.98,6336.45,32620.86667,205736329.40707865,169055,18134.695327,114376447.08866695,0
BTCUSDT,6336.39,6517.7,6123.0,6391.89,39044.080082,247455364.5237956,198215,21198.526375,134463617.32427764,0
BTCUSDT,6392.0,6540.0,6325.0,6492.0,25189.024728,161844271.63360685,153686,13565.498887,87206867.75902455,0
BTCUSDT,6492.0,6784.86,6491.0,6759.02,51779.343463,345746941.9999864,292494,28398.418773,189708795.74198133,0
BTCUSDT,6759.01,6839.03,6627.0,6723.05,29349.690667,197210670.89197847,145720,16554.964632,111254665.99411064,0
BTCUSDT,6723.05,6788.23,6661.75,6708.0,30286.229773,203479219.38640648,168354,17052.636547,114584135.91268952,0
BTCUSDT,6706.81,6730.0,6557.0,6581.39,35305.73991,234355999.54311827,185297,18662.448471,123915474.8670641,0
BTCUSDT,6581.42,6584.01,6325.02,6447.54,40301.029452,258927200.8310643,219965,21316.072862,136948219.4725573,0
BTCUSDT,6445.11,6557.99,6379.7,6465.12,33484.54207,216859675.30134344,184238,18833.139688,121969834.649462,0
BTCUSDT,6467.84,6750.0,6434.0,6689.13,33087.428297,216914853.24175173,182590,18395.789811,120651951.00860988,0
BTCUSDT,6689.12,6814.8,6540.88,6634.58,42399.448523,283144987.50423056,211849,23688.506549,158267801.16155452,0
BTCUSDT,6634.58,6636.0,6464.57,6596.38,30255.9597,198424303.60660568,171027,16037.032751,105227105.4169398,0
BTCUSDT,6597.66,6662.0,6533.0,6626.57,27764.724519,183438992.37719536,153447,15201.004317,100438551.14193349,0
BTCUSDT,6626.57,6667.09,6510.0,6611.61,20621.506894,136115256.9683068,129733,11063.811859,73056146.10206315,0
BTCUSDT,6610.0,6640.0,6494.0,6525.79,28245.810088,185725492.2802391,147274,15115.821022,99418910.24218991,0
BTCUSDT,6525.79,6549.0,6430.0,6510.0,28451.969138,184622957.0249073,150607,15296.711506,99276382.4347858,0
BTCUSDT,6510.01,6643.46,6505.09,6593.79,20074.300818,132348680.67600606,96824,11077.852512,73043810.82721473,0
BTCUSDT,6591.69,6697.0,6543.08,6635.65,16096.552392,106264514.65757656,86701,8593.749956,56749217.58541545,0
BTCUSDT,6635.65,6651.0,6566.77,6594.27,10939.505391,72247942.41429408,62065,5212.866094,34437347.9568216,0
BTCUSDT,6596.44,6640.0,6525.0,6615.26,17406.831762,114489082.7536428,82844,8768.20828,57668448.4121986,0
BTCUSDT,6615.26,6715.6,6587.0,6673.01,23123.419541,153704602.4302414,135156,12334.914967,81982575.94542176,0
BTCUSDT,6673.01,6685.38,6607.0,6656.61,15354.779469,102115186.42882323,101956,7606.922999,50595009.05115302,0
BTCUSDT,6656.67,6659.95,6530.0,6631.0,15390.661444,101609680.88217255,99789,6819.654895,45031596.85703905,0
BTCUSDT,6630.21,6633.92,6205.0,6252.68,48712.400332,308153124.4458242,253224,24435.254184,154456787.97385907,0
BTCUSDT,6252.71,6360.0,6209.0,6298.01,29004.071419,183030273.0112748,148077,15890.432857,100299391.3204982,0
BTCUSDT,6298.0,6345.0,6285.07,6332.93,19098.070025,120728650.99596693,108981,9423.156468,59568245.33199458,0
BTCUSDT,6332.92,6416.0,6308.0,6339.34,15627.411314,99527294.08483064,96113,7127.368587,45405725.82626989,0
BTCUSDT,6339.34,7680.0,6300.0,6752.5,90748.031246,627984505.5555727,456913,47214.804053,326438267.175792,0
BTCUSDT,6752.5,6900.0,6670.0,6759.27,27557.957764,186122772.22286084,175075,14204.011904,95928783.40007888,0
BTCUSDT,6762.76,6811.12,6676.01,6740.89,26641.431379,179641733.16423723,158746,13752.475923,92735373.87392446,0
BTCUSDT,6739.01,6796.0,6567.0,6618.96,20116.521941,134777360.1544343,138002,9735.654593,65252041.08921054,0
BTCUSDT,6618.96,6648.14,6523.0,6528.88,20772.60077,136686215.6690547,112337,11702.532344,76995910.01401609,0
BTCUSDT,6528.88,6617.65,6505.55,6588.4,19240.722247,126325797.49570584,110809,10487.007277,68848403.0365021,0
BTCUSDT,6585.72,6663.9,6580.0,6590.11,6515.357792,43146401.58918715,68018,3352.959844,22204439.20522993,0
BTCUSDT,6590.12,6639.0,6535.27,6581.2,16213.69266,106815019.55165032,101673,8401.545594,55341971.19307679,0
BTCUSDT,6581.2,6595.0,6515.45,6553.51,13856.601756,90969791.0251596,86938,7288.048932,47847204.0370594,0
BTCUSDT,6553.51,6630.0,6547.53,6565.5,11951.543977,78795617.02141578,90762,5551.62038,36598642.16926681,0
BTCUSDT,6566.81,6575.09,6502.8,6528.09,10342.701244,67691945.44596253,75563,5366.160777,35118312.45154271,0
BTCUSDT,6528.13,6600.0,6515.01,6538.63,9443.504156,61792487.79642334,77985,4680.041861,30622521.98363894,0
BTCUSDT,6538.63,6558.35,6463.04,6505.6,7776.907864,50667220.04441258,86848,3826.22774,24926178.8679294,0
BTCUSDT,6505.6,6514.17,6453.0,6489.93,5743.933728,37298357.26271342,71647,2728.508889,17719438.99521591,0
BTCUSDT,6489.93,6505.01,6315.0,6344.5,13827.224067,88484721.03624511,135586,6536.422181,41839860.73171636,0
BTCUSDT,6344.5,6395.0,6317.01,6330.87,8877.175385,56393439.18288881,95116,4547.135696,28892142.58988397,0
BTCUSDT,6330.01,6428.0,6245.02,6371.93,12148.888216,76970488.28166042,111552,6037.752817,38272580.58381576,0
BTCUSDT,6369.52,6442.65,6348.66,6410.0,9099.035841,58031686.8315247,89601,4560.735608,29086134.32882036,0
BTCUSDT,6410.0,6460.34,6388.2,6433.98,9739.440679,62589428.22024873,109482,4961.635216,31889801.28230129,0
BTCUSDT,6432.8,6439.97,6345.0,6387.09,7661.241476,48934237.93991929,83836,3635.868957,23226775.94830495,0
BTCUSDT,6388.0,6525.0,6359.0,6485.85,10592.394943,68169573.18695,126200,5716.258624,36792110.49723886,0
BTCUSDT,6485.85,6504.39,6431.02,6468.99,8987.882156,58127213.13931594,114235,4555.523431,29465680.23859559,0
BTCUSDT,6468.99,6531.31,6445.18,6519.11,11926.565699,77336101.18719475,150475,5734.321131,37189108.73306704,0
BTCUSDT,6522.73,6615.15,6509.0,6578.46,14271.591117,93820576.63463956,151060,7059.087973,46413326.05582056,0
BTCUSDT,6578.46,6594.0,6468.22,6479.84,13259.789282,86450363.67835227,145405,6370.531258,41543352.29678714,0
BTCUSDT,6479.84,6511.53,6391.01,6419.99,11787.616583,75997777.50255908,117043,5993.771062,38655506.51281597,0
BTCUSDT,6419.99,6475.55,6411.0,6433.05,7714.829926,49745307.64123968,97746,3714.135468,23951565.83481469,0
BTCUSDT,6435.16,6462.14,6355.0,6449.81,8213.507117,52709099.31784609,98435,3799.700665,24388849.49935703,0
BTCUSDT,6450.71,6497.0,6421.0,6453.07,10132.782567,65390882.14088421,123144,5162.630429,33319237.91336477,0
BTCUSDT,6451.68,6498.0,6391.15,6457.66,11790.564933,76142983.15196352,150940,6176.466277,39897081.36738298,0
BTCUSDT,6458.98,6482.84,5656.87,5922.41,46478.964003,279632622.8943677,319011,20429.546888,122727749.8468148,0
BTCUSDT,5917.2,5939.54,5403.42,5753.4,47700.829401,270133503.66131264,303825,24424.593996,138413226.3312415,0
BTCUSDT,5757.09,5782.89,5549.25,5655.94,38721.802274,219097215.966752,221493,20864.470681,118076678.41618489,0
BTCUSDT,5650.57,5656.6,5565.43,5628.29,26411.241413,148072393.10210443,171403,14662.946203,82212555.95855413,0
BTCUSDT,5630.49,5738.17,5617.0,5662.0,23844.999347,134893236.9862243,154817,12870.692954,72812616.98964535,0
BTCUSDT,5661.94,5664.0,4855.0,4910.03,70580.892856,368688743.45440894,378495,34832.065477,181961869.36940217,0
BTCUSDT,4913.4,5048.24,4326.0,4558.86,117380.95159,548036628.7293574,596769,60016.157716,280209159.00641763,0
BTCUSDT,4559.91,4787.2,4413.85,4661.07,61071.829475,281264433.4846592,301920,31538.610809,145270590.60586113,0
BTCUSDT,4661.08,4721.77,4335.0,4370.0,34531.119143,157459733.72414753,180335,17104.716369,78079163.83838251,0
BTCUSDT,4370.9,4484.0,4222.94,4420.61,49371.920322,215283656.11539477,227935,25825.008932,112703529.40285808,0
BTCUSDT,4415.63,4527.0,3824.69,3932.44,61693.111006,258702927.69916424,275070,30242.189194,127231531.5661508,0
BTCUSDT,3933.68,4233.0,3652.66,4085.78,101693.975588,398253568.5292384,428171,53212.171,208468641.38665485,0
BTCUSDT,4088.69,4206.0,3701.0,3862.2,94504.865717,373230308.28477746,413339,48232.505531,190643829.05834308,0
BTCUSDT,3864.45,3940.0,3689.12,3875.21,67480.607212,257593168.12182525,288731,36322.283916,138747058.9298063,0
BTCUSDT,3875.63,4394.47,3874.27,4264.85,91983.567949,382697308.297627,386714,47319.594419,196769358.5655052,0
BTCUSDT,4262.06,4450.38,4125.65,4295.84,73980.198669,316809038.40988266,316601,36962.473603,158303080.30548847,0
BTCUSDT,4295.72,4341.36,3943.0,4041.32,67758.446283,278810574.935784,288098,33803.976753,139232146.69274852,0
BTCUSDT,4041.27,4299.99,3963.01,4190.02,44840.073481,186157614.3155972,205472,22425.41131,93092891.05095032,0
BTCUSDT,4190.98,4312.99,4103.04,4161.01,38912.15479,162917339.00647366,178087,19632.485758,82236824.78200336,0
BTCUSDT,4160.55,4179.0,3827.0,3884.01,49094.369163,195055919.54337287,207134,23219.634345,92281403.0479723,0
BTCUSDT,3884.76,4085.0,3781.0,3951.64,48489.551613,191673423.70626593,220815,23934.235906,94658347.08020414,0
BTCUSDT,3950.98,3970.0,3745.0,3769.84,44004.799448,169404368.19157183,199011,20500.981593,78965669.66403113,0
BTCUSDT,3768.44,3899.99,3500.0,3508.75,68378.796943,254722331.4949405,293512,32658.461385,121928277.43586436,0
BTCUSDT,3508.75,3549.99,3224.6,3403.55,95145.457442,322364604.2802089,413521,47770.637792,161888033.89864397,0
BTCUSDT,3403.57,3495.0,3222.0,3410.93,55365.949949,187909876.24894735,253650,29371.741091,99748773.25286004,0
BTCUSDT,3411.36,3658.0,3394.04,3545.37,45956.893296,161618597.82859048,194567,23399.945608,82219737.9350548,0
BTCUSDT,3548.49,3610.0,3370.11,3432.88,40989.244553,142507933.07357892,192599,20615.038255,71728122.27762426,0
BTCUSDT,3434.01,3480.0,3324.32,3380.39,35920.864154,121841475.29281934,162266,18443.626714,62566361.86365689,0
BTCUSDT,3379.23,3492.0,3350.0,3445.0,33922.931286,116227185.79240072,152067,18127.198706,62102213.79885198,0
BTCUSDT,3446.38,3460.0,3255.5,3302.06,40040.917013,134817053.72748312,160471,19671.315079,66262762.30044974,0
BTCUSDT,3302.06,3335.39,3177.0,3224.17,44492.983807,145101409.49359843,184525,22546.670128,73559210.30184719,0
